flight,sector,eto_hour,eto_minute,eto_second
1671,tn,18,40,00,
1672,uh,18,41,00,
1672,ugw,19,04,00,
1672,ugwa,19,04,00,
1673,pv,18,41,00,
1673,ubdxv,18,41,00,
1673,ugw,18,55,00,
1673,ugwa,19,17,00,
1673,uaus,19,17,00,
1673,smds,19,25,00,
1674,artc,18,41,00,
1674,aorc,18,41,00,
1675,uttup,18,42,00,
1675,artc,18,52,00,
1675,aorc,18,52,00,
1676,ubdx,18,42,00,
1676,ubdxv,18,42,00,
1677,scmd,18,42,00,
1677,uaus,18,59,00,
1678,scmd,18,42,00,
1678,ugwa,19,00,00,
1678,uaus,19,00,00,
1679,ubdx,18,42,00,
1679,ubdxv,18,42,00,
1680,pv,18,43,00,
1680,ubdxv,18,43,00,
1680,ugw,18,59,00,
1680,ugwa,19,21,00,
1680,uaus,19,21,00,
1680,smds,19,31,00,
1680,scmd,19,44,00,
1681,ubdx,18,43,00,
1681,ubdxv,18,43,00,
1682,ubdx,18,44,00,
1682,ubdxv,18,44,00,
1683,ubdx,18,44,00,
1683,ubdxv,18,44,00,
1684,uttup,18,45,00,
1685,ubdx,18,45,00,
1685,ubdxv,18,45,00,
1686,artc,18,45,00,
1686,aorc,18,45,00,
1687,ubdx,18,46,00,
1687,ubdxv,18,46,00,
1687,scmd,18,57,00,
1688,uttup,18,46,00,
1688,artc,18,55,00,
1688,aorc,18,55,00,
1689,uttup,18,47,00,
1689,ugw,19,03,00,
1689,ugwa,19,03,00,
1690,tn,18,47,00,
1691,tn,18,47,00,
1692,tn,18,47,00,
1693,pv,18,47,00,
1693,ubdxv,18,47,00,
1693,ubdx,18,55,00,
1694,artc,18,47,00,
1694,aorc,18,47,00,
1695,artc,18,47,00,
1695,aorc,18,47,00,
1695,uh,19,07,00,
1696,tn,18,48,00,
1697,ubdx,18,48,00,
1697,ubdxv,18,48,00,
1698,scmd,18,48,00,
1698,uaus,19,03,00,
1698,smds,19,03,00,
1699,uttup,18,49,00,
1700,ubdx,18,49,00,
1700,ubdxv,18,49,00,
1700,ugw,19,12,00,
1700,ugwa,19,12,00,
1700,uh,19,43,00,
1701,ubdx,18,49,00,
1701,ubdxv,18,49,00,
1702,ubdx,18,49,00,
1702,ubdxv,18,49,00,
1703,tn,18,50,00,
1704,artc,18,50,00,
1704,aorc,18,50,00,
1705,uaus,18,50,00,
1705,scmd,19,10,00,
1705,smds,19,10,00,
1706,ubdx,18,50,00,
1706,ubdxv,18,50,00,
1707,ubdx,18,50,00,
1707,ubdxv,18,50,00,
1708,uh,18,50,00,
1709,ubdx,18,51,00,
1709,ubdxv,18,51,00,
1710,ugw,18,51,00,
1711,scmd,18,51,00,
1711,ugwa,19,07,00,
1711,uaus,19,07,00,
1712,pv,18,52,00,
1712,ubdxv,18,52,00,
1712,ubdx,19,10,00,
1713,tn,18,52,00,
1714,pv,18,52,00,
1714,ubdxv,18,52,00,
1714,ugw,19,04,00,
1714,ugwa,19,04,00,
1714,uaus,19,25,00,
1714,smds,19,33,00,
1715,scmd,18,52,00,
1715,uaus,19,07,00,
1715,smds,19,07,00,
1715,ugwa,19,23,00,
1715,ugw,19,33,00,
1715,uttup,19,45,00,
1715,aorc,19,53,00,
1716,ubdx,18,52,00,
1716,ubdxv,18,52,00,
1717,aorc,18,52,00,
1717,artc,18,55,00,
1717,uh,19,08,00,
1718,ugw,18,52,00,
1719,artc,18,52,00,
1719,aorc,18,52,00,
1720,uttup,18,53,00,
1720,ugw,19,06,00,
1720,ugwa,19,06,00,
1721,artc,18,53,00,
1721,aorc,18,53,00,
1722,ubdx,18,53,00,
1722,ubdxv,18,53,00,
1722,ugw,19,06,00,
1722,ugwa,19,06,00,
1722,uaus,19,20,00,
1722,smds,19,29,00,
1722,scmd,19,41,00,
1723,uttup,18,54,00,
1723,artc,19,18,00,
1723,aorc,19,18,00,
1724,uaus,18,55,00,
1724,ugw,19,07,00,
1724,ugwa,19,07,00,
1724,scmd,19,17,00,
1724,smds,19,17,00,
1724,ubdx,19,27,00,
1724,ubdxv,19,27,00,
1725,uh,18,55,00,
1725,artc,19,13,00,
1725,aorc,19,13,00,
1726,ubdx,18,56,00,
1726,ubdxv,18,56,00,
1727,uh,18,56,00,
1728,uttup,18,56,00,
1728,ugw,19,07,00,
1728,ugwa,19,07,00,
1728,scmd,19,27,00,
1728,smds,19,27,00,
1729,uh,18,57,00,
1729,artc,19,15,00,
1729,aorc,19,15,00,
1730,tn,18,57,00,
1731,tn,18,57,00,
1732,pv,18,57,00,
1732,ubdxv,18,57,00,
1732,ugw,19,09,00,
1732,ugwa,19,09,00,
1732,scmd,19,27,00,
1732,smds,19,27,00,
1733,uh,18,57,00,
1734,ubdx,18,57,00,
1734,ubdxv,18,57,00,
1735,ubdx,18,58,00,
1735,ubdxv,18,58,00,
1736,ugw,18,58,00,
1736,ubdx,19,25,00,
1736,ubdxv,19,25,00,
1737,ugw,18,59,00,
1737,ubdx,19,09,00,
1737,ubdxv,19,09,00,
1738,ubdx,18,59,00,
1738,ubdxv,18,59,00,
1739,artc,18,59,00,
1739,aorc,18,59,00,
1740,ubdx,18,59,00,
1740,ubdxv,18,59,00,
1741,scmd,18,59,00,
1742,uaus,18,59,00,
1742,ugw,19,12,00,
1742,ugwa,19,12,00,
1742,uttup,19,25,00,
1742,aorc,19,34,00,
1743,artc,18,59,00,
1743,aorc,18,59,00,
1743,uttup,19,05,00,
1743,pv,19,08,00,
1743,ubdxv,19,08,00,
1743,ubdx,19,18,00,
1744,ugw,18,59,00,
1744,ubdx,19,16,00,
1744,ubdxv,19,16,00,
1745,tn,19,00,00,
1746,ubdx,19,01,00,
1746,ubdxv,19,01,00,
1747,ubdx,19,01,00,
1747,ubdxv,19,01,00,
1747,ugw,19,25,00,
1747,ugwa,19,25,00,
1748,ugw,19,01,00,
1748,ugwa,19,01,00,
1748,ubdx,19,25,00,
1748,ubdxv,19,25,00,
1749,tn,19,01,00,
1750,scmd,19,02,00,
1750,smds,19,02,00,
1750,ugwa,19,19,00,
1750,uaus,19,19,00,
1750,uh,19,47,00,
1751,artc,19,02,00,
1751,aorc,19,02,00,
1751,uh,19,23,00,
1752,ubdx,19,02,00,
1752,ubdxv,19,02,00,
1753,uh,19,03,00,
1753,ugwa,19,27,00,
1753,uaus,19,27,00,
1753,scmd,19,45,00,
1753,smds,19,45,00,
1754,scmd,19,03,00,
1754,smds,19,03,00,
1754,uaus,19,05,00,
1754,ugwa,19,20,00,
1754,ugw,19,29,00,
1754,uttup,19,39,00,
1754,aorc,19,46,00,
1755,pv,19,04,00,
1755,ubdxv,19,04,00,
1755,ugw,19,19,00,
1755,ugwa,19,19,00,
1756,ubdx,19,04,00,
1756,ubdxv,19,04,00,
1757,pv,19,04,00,
1757,ubdxv,19,04,00,
1757,ugw,19,13,00,
1757,ugwa,19,13,00,
1757,uaus,19,36,00,
1757,smds,19,43,00,
1758,uttup,19,05,00,
1758,artc,19,14,00,
1758,aorc,19,14,00,
1759,pv,19,05,00,
1759,ubdxv,19,05,00,
1759,ugw,19,15,00,
1759,ugwa,19,15,00,
1760,artc,19,06,00,
1760,aorc,19,06,00,
1761,artc,19,06,00,
1761,aorc,19,06,00,
1762,ugw,19,06,00,
1762,ugwa,19,06,00,
1762,ubdx,19,33,00,
1762,ubdxv,19,33,00,
1763,scmd,19,06,00,
1763,smds,19,06,00,
1764,uh,19,07,00,
1765,pv,19,09,00,
1765,ubdxv,19,09,00,
1765,ugw,19,25,00,
1765,ugwa,19,25,00,
1765,uaus,19,46,00,
1765,smds,19,55,00,
1765,scmd,20,08,00,
1766,uttup,19,09,00,
1767,uttup,19,09,00,
1768,tn,19,10,00,
1769,scmd,19,10,00,
1769,smds,19,10,00,
1769,ugw,19,38,00,
1769,ugwa,19,38,00,
1770,scmd,19,10,00,
1770,smds,19,10,00,
1771,ubdx,19,10,00,
1771,ubdxv,19,10,00,
1772,uh,19,11,00,
1773,aorc,19,11,00,
1773,artc,19,15,00,
1773,uh,19,32,00,
1774,scmd,19,11,00,
1774,smds,19,11,00,
1774,ugwa,19,27,00,
1774,uaus,19,27,00,
1775,artc,19,12,00,
1775,aorc,19,12,00,
1775,uh,19,27,00,
1776,uttup,19,12,00,
1776,artc,19,20,00,
1776,aorc,19,20,00,
1777,tn,19,12,00,
1778,pv,19,12,00,
1778,ubdxv,19,12,00,
1778,ubdx,19,22,00,
1779,scmd,19,12,00,
1779,smds,19,12,00,
1779,uaus,19,25,00,
1779,ugwa,19,40,00,
1779,ugw,19,49,00,
1779,aorc,20,07,00,
1780,tn,19,13,00,
1781,uh,19,14,00,
1781,artc,19,27,00,
1781,aorc,19,27,00,
1782,pv,19,14,00,
1782,ubdxv,19,14,00,
1782,ugw,19,22,00,
1782,ugwa,19,22,00,
1782,uaus,19,43,00,
1783,artc,19,14,00,
1783,aorc,19,14,00,
1784,ugw,19,16,00,
1784,ugwa,19,16,00,
1784,uttup,19,37,00,
1784,aorc,19,44,00,
1785,pv,19,16,00,
1785,ubdxv,19,16,00,
1785,ubdx,19,29,00,
1786,scmd,19,17,00,
1786,smds,19,17,00,
1786,aorc,20,12,00,
1787,artc,19,17,00,
1787,aorc,19,17,00,
1787,uh,19,32,00,
1788,scmd,19,17,00,
1788,smds,19,17,00,
1788,ugw,19,32,00,
1788,ugwa,19,32,00,
1788,uttup,19,54,00,
1788,aorc,20,00,00,
1789,scmd,19,17,00,
1789,smds,19,17,00,
1789,ugwa,19,36,00,
1789,uaus,19,36,00,
1790,ugwa,19,18,00,
1790,uaus,19,18,00,
1791,pv,19,18,00,
1791,ubdxv,19,18,00,
1791,ubdx,19,31,00,
1792,scmd,19,19,00,
1792,smds,19,19,00,
1792,ugw,19,37,00,
1792,ugwa,19,37,00,
1792,uttup,19,59,00,
1792,aorc,20,05,00,
1793,uttup,19,19,00,
1794,uh,19,19,00,
1795,uttup,19,19,00,
1795,ugw,19,33,00,
1795,ugwa,19,33,00,
1796,ugw,19,19,00,
1796,ugwa,19,19,00,
1796,ubdx,19,39,00,
1796,ubdxv,19,39,00,
1797,pv,19,20,00,
1797,ubdxv,19,20,00,
1797,ubdx,19,31,00,
1798,artc,19,21,00,
1798,aorc,19,21,00,
1798,uh,19,37,00,
1799,ugwa,19,21,00,
1799,uaus,19,21,00,
1799,ugw,19,33,00,
1799,uttup,19,43,00,
1799,aorc,19,51,00,
1800,ubdx,19,21,00,
1800,ubdxv,19,21,00,
1801,ugw,19,21,00,
1801,ugwa,19,21,00,
1801,pv,19,42,00,
1801,ubdxv,19,42,00,
1802,scmd,19,22,00,
1802,smds,19,22,00,
1802,ugw,19,39,00,
1802,ugwa,19,39,00,
1802,aorc,20,06,00,
1803,tn,19,22,00,
1804,tn,19,22,00,
1805,tn,19,22,00,
1806,scmd,19,22,00,
1806,smds,19,22,00,
1806,ugwa,19,41,00,
1806,uaus,19,41,00,
1807,ubdx,19,23,00,
1807,ubdxv,19,23,00,
1807,scmd,19,28,00,
1807,smds,19,28,00,
1807,ugw,19,31,00,
1807,ugwa,19,31,00,
1807,uaus,19,45,00,
1808,scmd,19,23,00,
1808,smds,19,23,00,
1808,ugw,19,37,00,
1808,ugwa,19,37,00,
1808,uttup,19,56,00,
1808,aorc,20,01,00,
1809,tn,19,24,00,
1810,pv,19,24,00,
1810,ubdxv,19,24,00,
1810,ugw,19,38,00,
1810,ugwa,19,38,00,
1811,pv,19,25,00,
1811,ubdxv,19,25,00,
1811,ugw,19,43,00,
1811,ugwa,19,43,00,
1811,uaus,20,09,00,
1811,smds,20,18,00,
1812,ugw,19,26,00,
1812,ugwa,19,26,00,
1812,ubdx,19,55,00,
1812,ubdxv,19,55,00,
1813,ubdx,19,26,00,
1813,ubdxv,19,26,00,
1814,ugw,19,26,00,
1814,ugwa,19,26,00,
1814,ubdx,19,53,00,
1814,ubdxv,19,53,00,
1815,pv,19,26,00,
1815,ubdxv,19,26,00,
1815,ubdx,19,40,00,
1816,uh,19,26,00,
1817,uaus,19,27,00,
1817,smds,19,27,00,
1817,scmd,19,42,00,
1818,artc,19,27,00,
1818,aorc,19,27,00,
1818,uh,19,46,00,
1819,ugwa,19,28,00,
1819,uaus,19,28,00,
1819,scmd,19,46,00,
1819,smds,19,46,00,
1820,pv,19,28,00,
1820,ubdxv,19,28,00,
1821,uaus,19,28,00,
1821,smds,19,28,00,
1821,scmd,19,46,00,
1822,uh,19,30,00,
1823,pv,19,31,00,
1823,ubdxv,19,31,00,
1823,ubdx,19,46,00,
1824,scmd,19,32,00,
1824,smds,19,32,00,
1824,ugwa,19,51,00,
1824,uaus,19,51,00,
1825,ubdx,19,32,00,
1825,ubdxv,19,32,00,
1826,uaus,19,32,00,
1826,smds,19,32,00,
1826,scmd,19,50,00,
1827,ubdx,19,33,00,
1827,ubdxv,19,33,00,
1828,ubdx,19,33,00,
1828,ubdxv,19,33,00,
1829,ubdx,19,33,00,
1829,ubdxv,19,33,00,
1830,ugw,19,34,00,
1830,ugwa,19,34,00,
1831,artc,19,34,00,
1831,aorc,19,34,00,
1832,uttup,19,34,00,
1832,aorc,19,43,00,
1832,artc,19,50,00,
1833,scmd,19,34,00,
1833,smds,19,34,00,
1833,ugw,19,39,00,
1833,ugwa,19,39,00,
1833,aorc,20,10,00,
1834,tn,19,36,00,
1835,tn,19,37,00,
1836,pv,19,37,00,
1836,ubdxv,19,37,00,
1836,ugw,19,46,00,
1836,ugwa,19,46,00,
1837,uttup,19,39,00,
1838,ugw,19,39,00,
1838,ugwa,19,39,00,
1838,ubdx,19,53,00,
1838,ubdxv,19,53,00,
1839,artc,19,39,00,
1839,aorc,19,39,00,
1839,uttup,19,45,00,
1839,ugwa,20,01,00,
1839,uaus,20,01,00,
1839,smds,20,12,00,
1839,scmd,20,30,00,
1840,uttup,19,40,00,
1841,uh,19,41,00,
1841,artc,19,55,00,
1841,aorc,19,55,00,
1842,ubdx,19,42,00,
1842,ubdxv,19,42,00,
1843,scmd,19,42,00,
1843,smds,19,42,00,
1843,ugw,19,57,00,
1843,ugwa,19,57,00,
1843,aorc,20,24,00,
1844,pv,19,43,00,
1844,ubdxv,19,43,00,
1844,ubdx,19,54,00,
1845,uttup,19,43,00,
1845,ugw,19,59,00,
1845,ugwa,19,59,00,
1846,ubdx,19,44,00,
1846,ubdxv,19,44,00,
1847,ubdx,19,45,00,
1847,ubdxv,19,45,00,
1848,pv,19,46,00,
1848,ubdxv,19,46,00,
1848,ugw,20,00,00,
1848,ugwa,20,00,00,
1848,uaus,20,22,00,
1848,smds,20,30,00,
1849,uttup,19,47,00,
1849,artc,19,56,00,
1849,aorc,19,56,00,
1850,pv,19,47,00,
1850,ubdxv,19,47,00,
1850,ugw,19,59,00,
1850,ugwa,19,59,00,
1850,uaus,20,20,00,
1850,smds,20,28,00,
1851,scmd,19,47,00,
1851,smds,19,47,00,
1851,uaus,20,02,00,
1851,ugwa,20,18,00,
1851,ugw,20,28,00,
1852,scmd,19,47,00,
1852,smds,19,47,00,
1852,ugwa,20,04,00,
1852,uaus,20,04,00,
1853,pv,19,47,00,
1853,ubdxv,19,47,00,
1853,ugw,19,57,00,
1853,ugwa,19,57,00,
1853,uaus,20,22,00,
1854,ubdx,19,47,00,
1854,ubdxv,19,47,00,
1855,scmd,19,47,00,
1855,smds,19,47,00,
1855,ugwa,20,06,00,
1855,uaus,20,06,00,
1856,pv,19,48,00,
1856,ubdxv,19,48,00,
1856,ugw,20,01,00,
1856,ugwa,20,01,00,
1857,artc,19,48,00,
1857,aorc,19,48,00,
1858,artc,19,48,00,
1858,aorc,19,48,00,
1858,uh,20,05,00,
1859,ugw,19,49,00,
1859,ugwa,19,49,00,
1859,aorc,20,22,00,
1860,tn,19,50,00,
1861,tn,19,50,00,
1862,pv,19,51,00,
1862,ubdxv,19,51,00,
1862,ugw,20,00,00,
1862,ugwa,20,00,00,
1863,ugw,19,51,00,
1863,ugwa,19,51,00,
1863,ubdx,20,15,00,
1863,ubdxv,20,15,00,
1864,artc,19,52,00,
1864,aorc,19,52,00,
1865,uh,19,52,00,
1866,tn,19,52,00,
1867,pv,19,53,00,
1867,ubdxv,19,53,00,
1867,ubdx,20,05,00,
1868,ubdx,19,54,00,
1868,ubdxv,19,54,00,
1869,artc,19,56,00,
1869,aorc,19,56,00,
1870,ugw,19,56,00,
1870,ugwa,19,56,00,
1870,aorc,20,24,00,
1871,tn,19,57,00,
1872,artc,19,57,00,
1872,aorc,19,57,00,
1872,uh,20,22,00,
1873,scmd,19,58,00,
1873,smds,19,58,00,
1873,ugw,20,18,00,
1873,ugwa,20,18,00,
1874,ugw,20,00,00,
1874,ugwa,20,00,00,
1874,ubdx,20,20,00,
1874,ubdxv,20,20,00,
1875,pv,20,00,00,
1875,ubdxv,20,00,00,
1875,ugw,20,09,00,
1875,ugwa,20,09,00,
1875,uaus,20,30,00,
1875,smds,20,40,00,
1875,scmd,20,55,00,
1876,ubdx,20,01,00,
1876,ubdxv,20,01,00,
1877,scmd,20,02,00,
1877,smds,20,02,00,
1877,ugw,20,18,00,
1877,ugwa,20,18,00,
1877,uaus,20,21,00,
1877,uh,20,52,00,
1878,scmd,20,03,00,
1878,smds,20,03,00,
1878,uaus,20,17,00,
1878,ugwa,20,33,00,
1878,ugw,20,44,00,
1879,ugwa,20,03,00,
1879,uaus,20,03,00,
1879,scmd,20,21,00,
1879,smds,20,21,00,
1880,uh,20,05,00,
1881,uaus,20,06,00,
1881,smds,20,06,00,
1882,pv,20,06,00,
1882,ubdxv,20,06,00,
1882,ugw,20,10,00,
1882,ugwa,20,10,00,
1882,scmd,20,19,00,
1882,smds,20,19,00,
1883,uh,20,06,00,
1883,uaus,20,42,00,
1883,smds,20,42,00,
1883,scmd,20,56,00,
1884,pv,20,08,00,
1884,ubdxv,20,08,00,
1884,ubdx,20,17,00,
1885,scmd,20,09,00,
1885,smds,20,09,00,
1886,uh,20,10,00,
1887,ubdx,20,11,00,
1887,ubdxv,20,11,00,
1888,ubdx,20,11,00,
1888,ubdxv,20,11,00,
1889,scmd,20,12,00,
1889,smds,20,12,00,
1889,ugwa,20,30,00,
1889,uaus,20,30,00,
1890,pv,20,12,00,
1890,ubdxv,20,12,00,
1890,ugw,20,22,00,
1890,ugwa,20,22,00,
1890,uaus,20,42,00,
1890,smds,20,50,00,
1891,scmd,20,12,00,
1891,smds,20,12,00,
1891,ugwa,20,29,00,
1891,uaus,20,29,00,
1891,uh,20,57,00,
1892,ubdx,20,12,00,
1892,ubdxv,20,12,00,
1892,pv,20,43,00,
1893,aorc,20,13,00,
1893,uh,20,30,00,
1894,aorc,20,13,00,
1895,ubdx,20,14,00,
1895,ubdxv,20,14,00,
1896,pv,20,14,00,
1896,ubdxv,20,14,00,
1896,ugw,20,29,00,
1896,ugwa,20,29,00,
1897,scmd,20,14,00,
1897,smds,20,14,00,
1898,ubdx,20,16,00,
1898,ubdxv,20,16,00,
1899,pv,20,17,00,
1899,ubdxv,20,17,00,
1899,ugw,20,33,00,
1899,ugwa,20,33,00,
1899,uaus,20,53,00,
1899,smds,21,02,00,
1899,scmd,21,14,00,
1900,ubdx,20,17,00,
1900,ubdxv,20,17,00,
1901,uh,20,20,00,
1902,ubdx,20,21,00,
1902,ubdxv,20,21,00,
1903,ubdx,20,22,00,
1903,ubdxv,20,22,00,
1904,scmd,20,22,00,
1904,smds,20,22,00,
1904,uaus,20,35,00,
1904,ugwa,20,49,00,
1904,ugw,20,59,00,
1905,scmd,20,27,00,
1905,smds,20,27,00,
1905,ugwa,20,46,00,
1905,uaus,20,46,00,
1906,ubdx,20,28,00,
1906,ubdxv,20,28,00,
1907,ubdx,20,29,00,
1907,ubdxv,20,29,00,
1908,scmd,20,29,00,
1908,smds,20,29,00,
1908,ugw,20,47,00,
1908,ugwa,20,47,00,
1909,scmd,20,32,00,
1909,smds,20,32,00,
1909,ugwa,20,50,00,
1909,uaus,20,50,00,
1910,uh,20,32,00,
1911,ugwa,20,32,00,
1911,uaus,20,32,00,
1911,scmd,20,50,00,
1911,smds,20,50,00,
1912,scmd,20,34,00,
1912,smds,20,34,00,
1912,uaus,20,46,00,
1912,ugwa,21,02,00,
1913,uh,20,36,00,
1913,ugwa,20,59,00,
1913,uaus,20,59,00,
1913,scmd,21,17,00,
1913,smds,21,17,00,
1914,ubdx,20,36,00,
1914,ubdxv,20,36,00,
1914,ugw,21,07,00,
1914,ugwa,21,07,00,
1915,scmd,20,37,00,
1915,smds,20,37,00,
1915,ugwa,20,56,00,
1915,uaus,20,56,00,
1916,ubdx,20,37,00,
1916,ubdxv,20,37,00,
1917,uh,20,38,00,
1918,uaus,20,40,00,
1918,smds,20,40,00,
1918,scmd,20,51,00,
1919,ubdx,20,42,00,
1919,ubdxv,20,42,00,
1919,pv,20,51,00,
1920,ubdx,20,44,00,
1920,ubdxv,20,44,00,
1920,ugw,21,16,00,
1920,ugwa,21,16,00,
1921,ubdx,20,44,00,
1921,ubdxv,20,44,00,
1922,pv,20,44,00,
1922,ubdxv,20,44,00,
1922,ugw,20,52,00,
1922,ugwa,20,52,00,
1923,ubdx,20,46,00,
1923,ubdxv,20,46,00,
1924,pv,20,46,00,
1924,ubdxv,20,46,00,
1924,ubdx,20,55,00,
1925,ubdx,20,49,00,
1925,ubdxv,20,49,00,
1926,scmd,20,51,00,
1926,smds,20,51,00,
1926,ugw,21,05,00,
1926,ugwa,21,05,00,
1927,scmd,20,52,00,
1927,smds,20,52,00,
1927,ugwa,21,11,00,
1927,uaus,21,11,00,
1928,uh,20,52,00,
1929,scmd,20,52,00,
1929,smds,20,52,00,
1929,ugwa,21,10,00,
1929,uaus,21,10,00,
1930,ubdx,20,54,00,
1930,ubdxv,20,54,00,
1931,scmd,20,54,00,
1931,smds,20,54,00,
1931,ugwa,21,15,00,
1931,uaus,21,15,00,
1932,pv,20,58,00,
1932,ubdxv,20,58,00,
1933,uh,20,58,00,
1934,ubdxv,21,00,00,
1935,scmd,21,02,00,
1935,smds,21,02,00,
1936,ubdxv,21,05,00,
1936,ugw,21,21,00,
1936,ugwa,21,21,00,
1936,uaus,21,43,00,
1936,smds,21,53,00,
1936,scmd,22,06,00,
1937,ubdxv,21,07,00,
1938,scmd,21,07,00,
1938,smds,21,07,00,
1939,ubdxv,21,07,00,
1940,ubdxv,21,08,00,
1940,ugw,21,22,00,
1940,ugwa,21,22,00,
1940,scmd,21,42,00,
1940,smds,21,42,00,
1941,scmd,21,10,00,
1941,smds,21,10,00,
1941,ugwa,21,27,00,
1941,uaus,21,27,00,
1942,ubdxv,21,11,00,
1943,ubdxv,21,12,00,
1944,ubdxv,21,13,00,
1945,scmd,21,16,00,
1945,smds,21,16,00,
1945,uaus,21,30,00,
1946,scmd,21,16,00,
1946,smds,21,16,00,
1946,uaus,21,29,00,
1946,ugwa,21,43,00,
1947,ubdxv,21,17,00,
1948,ubdxv,21,19,00,
1949,ubdxv,21,20,00,
1950,ubdxv,21,21,00,
1950,ugw,21,25,00,
1950,ugwa,21,25,00,
1950,scmd,21,34,00,
1950,smds,21,34,00,
1951,scmd,21,21,00,
1951,smds,21,21,00,
1951,ugwa,21,39,00,
1951,uaus,21,39,00,
1952,ubdxv,21,26,00,
1952,ugw,21,46,00,
1952,ugwa,21,46,00,
1953,ubdxv,21,26,00,
1954,scmd,21,27,00,
1954,smds,21,27,00,
1954,uaus,21,42,00,
1954,ugwa,21,58,00,
1954,ugw,22,08,00,
1955,ubdxv,21,27,00,
1956,ubdxv,21,30,00,
1957,ugw,21,34,00,
1957,ugwa,21,34,00,
1958,ugw,21,44,00,
1958,ugwa,21,44,00,
1959,ubdxv,21,44,00,
1960,scmd,21,44,00,
1960,smds,21,44,00,
1960,ugw,22,02,00,
1960,ugwa,22,02,00,
1961,ugw,21,45,00,
1961,ugwa,21,45,00,
1962,scmd,21,49,00,
1962,smds,21,49,00,
1963,ubdxv,21,54,00,
1963,ugw,22,10,00,
1963,ugwa,22,10,00,
1963,smds,22,43,00,
1963,scmd,22,56,00,
1964,ubdxv,21,57,00,
1965,scmd,22,03,00,
1965,smds,22,03,00,
1966,scmd,22,05,00,
1966,smds,22,05,00,
1966,uaus,22,18,00,
1966,ugwa,22,33,00,
1967,scmd,22,07,00,
1967,smds,22,07,00,
1967,uaus,22,22,00,
1967,ugwa,22,38,00,
1968,scmd,22,07,00,
1968,smds,22,07,00,
1968,ugw,22,21,00,
1968,ugwa,22,21,00,
1968,uaus,22,24,00,
1969,scmd,22,07,00,
1969,smds,22,07,00,
1969,ugw,22,21,00,
1969,ugwa,22,21,00,
1970,ugwa,22,30,00,
1970,scmd,22,46,00,
1970,smds,22,46,00,
1971,ugwa,22,33,00,
1971,scmd,22,51,00,
1971,smds,22,51,00,
1972,ugwa,22,35,00,
1973,scmd,22,43,00,
1973,smds,22,43,00,
1974,ugwa,22,44,00,
1974,smds,22,58,00,
1974,scmd,23,12,00,
1975,ugwa,22,51,00,
1976,scmd,22,54,00,
1976,smds,22,54,00,
1977,ugwa,23,01,00,
1978,ugwa,23,08,00,
1979,scmd,23,13,00,
1979,smds,23,13,00,
1979,ugwa,23,43,00,
1980,ugwa,23,19,00,
1980,smds,23,51,00,
1981,ugwa,23,26,00,
1981,smds,23,52,00,
1982,ugwa,23,28,00,
1982,smds,23,45,00,
1983,ugwa,23,37,00,
1984,smds,23,38,00,
1985,ugwa,23,39,00,
1986,smds,23,39,00,
1986,ugwa,23,56,00,
1987,ugwa,23,48,00,
1988,ugwa,23,51,00,
1989,smds,23,55,00,
1990,ugwa,23,57,00,
1991,ugwa,23,57,00
